COMPUTE_CENTROID	WOZ	BEDR_KLAS	P_WW_UIT	AO_UIT_TOT	P_15_24_JR	P_ANT_ARU	P_MARROK	MOTOR_2W	P_OVER_NW	P_SURINAM	P_65_EO_JR	P_EENP_HH	DEK_PERC	P_0_14_JR	P_HH_M_K	AUTO_LAND	OPP_TOT	P_TURKIJE	AANTAL_HH	OAD	OPP_WATER	GM_CODE	AO_UIT_MUT	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	OPP_LAND	P_GEWASSEN	WW_UIT_TOT	P_INDUSTRI	AUTO_TOT	P_45_64_JR	AUTO_HH	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	AANT_MAN	AUTO_MUT	STED	P_N_COM_DV	AGRA_BEDR	P_25_44_JR	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
291.86638286584514 288.38735033686174	210	7	21	1070	10	0	0	500	1	0	13	20	-999999999	20	45	108	5853	0	4980	316	86	GM0788	-4	116	Haaren	.	243	5767	26	190	22	6225	29	1.2	1460	2.7	9	65	61	4885	4	7130	0	5	17	260	27	6910	1	34	14040
360.41111301372945 250.91552743015495	126	9	41	5810	11	1	4	2660	3	1	12	30	-999999999	20	38	665	5456	3	36180	1501	136	GM0794	0	100	Helmond	.	1600	5320	46	2380	21	35380	24	0.9	4830	2.3	6	48	64	35790	10	42710	1	2	15	85	33	42420	11	32	85130
308.49378362060787 310.63774290447276	143	9	37	8670	12	1	3	3525	3	1	13	37	-999999999	18	34	1530	9126	2	60320	1889	664	GM0796	0	93	's-Hertogenbosch	.	1578	8463	27	3490	17	129450	25	2.1	18745	2.2	9	64	67	57620	9	65700	-1	2	16	130	33	67820	10	29	133510
282.90827155266976 306.07775788088145	165	8	31	2280	12	0	1	1655	2	0	12	22	-999999999	20	45	243	8118	3	16470	873	231	GM0797	-3	78	Heusden	.	547	7888	38	900	28	19175	27	1.1	2835	2.6	12	50	60	16285	6	21720	1	4	13	240	29	21380	6	33	43110
280.38028420996443 251.759654385618	183	7	20	780	11	0	0	655	1	0	12	22	-999999999	21	45	74	9679	0	5630	526	156	GM0798	-2	78	Hilvarenbeek	.	158	9523	18	200	25	7055	28	1.2	1600	2.6	12	70	60	5585	5	7640	0	4	15	290	28	7380	1	33	15020
326.0751006346354 329.8130860519935	190	6	23	450	12	0	0	260	1	0	11	17	-999999999	22	51	60	5551	0	2360	179	477	GM0808	-1	99	Lith	.	133	5073	17	110	29	3050	27	1.2	695	2.8	17	65	58	2330	4	3430	1	5	12	165	29	3300	2	31	6720
265.30226531328094 292.11555713263004	149	7	31	1320	11	0	0	850	1	0	14	22	-999999999	19	44	207	5072	1	8960	928	67	GM0809	-1	86	Loon op Zand	.	459	5005	22	480	24	10370	28	1.1	1490	2.5	14	64	62	8985	5	11390	1	4	14	115	28	11590	3	34	22980
377.4489128645437 303.4569326659899	181	6	27	710	10	0	0	580	1	0	14	20	-999999999	19	45	100	5308	0	4170	273	86	GM0815	0	97	Mill en Sint Hubert	.	211	5222	30	200	30	5225	27	1.2	1150	2.6	9	61	55	4165	3	5600	1	5	15	190	29	5450	1	35	11040
343.59141103863664 251.42881894813118	195	8	30	980	11	0	0	845	1	0	13	21	-999999999	20	43	333	3411	0	9140	972	22	GM0820	-4	62	Nuenen c.a.	.	690	3388	25	470	21	11275	31	1.2	1510	2.6	11	64	64	9085	8	11730	0	4	15	95	26	11640	2	36	23370
302.9613245845013 254.9571700379003	187	7	25	840	11	0	0	860	1	0	13	23	-999999999	20	46	104	10285	0	6650	541	110	GM0823	-4	71	Oirschot	.	175	10175	24	290	27	10565	27	1.5	2310	2.7	9	67	59	6265	3	9030	0	4	15	310	28	8810	1	32	17840
288.58531661478605 269.843967319936	192	8	27	1380	10	0	1	950	2	0	16	26	-999999999	19	41	182	6511	0	10220	884	120	GM0824	-4	82	Oisterwijk	.	403	6391	25	450	21	11645	28	1.1	1515	2.5	10	64	65	9935	6	12700	1	4	15	160	27	13090	4	33	25780
236.7333065191382 291.58250508476823	148	9	31	2970	11	0	2	1600	2	1	14	27	-999999999	18	38	374	7309	3	22110	1354	150	GM0826	-3	83	Oosterhout	.	742	7159	31	1110	18	26755	28	1.2	4320	2.4	11	59	67	21925	8	26160	2	3	15	180	28	26960	8	34	53120
348.093553545286 326.8395147582889	141	9	32	5710	11	0	0	2505	2	1	14	27	-999999999	19	40	325	10442	5	30980	1345	244	GM0828	1	112	Oss	.	748	10198	23	1640	24	33170	26	1.0	6585	2.4	14	64	62	30520	7	38050	1	3	14	265	30	38260	9	32	76310
188.77149692937712 263.2067265858135	157	7	34	2300	10	0	0	865	1	0	14	19	-999999999	16	44	170	6449	0	8950	608	5	GM0840	-1	147	Rucphen	.	351	6444	38	540	32	10965	30	1.2	2055	2.5	16	46	53	8980	5	11380	0	4	15	260	29	11250	2	37	22620
325.87307638788246 287.34816873365486	169	8	23	1630	12	0	0	900	2	0	13	24	-999999999	19	44	249	4165	0	8980	881	12	GM0844	-1	101	Schijndel	.	561	4154	19	370	33	10360	27	1.1	2050	2.6	11	69	54	8715	5	11660	1	4	13	140	30	11660	3	32	23320
316.7721155302579 296.16364055312545	195	8	24	1510	11	0	0	1175	1	0	14	22	-999999999	20	44	218	5989	0	10580	525	93	GM0845	-1	82	Sint-Michielsgestel	.	473	5897	22	450	28	12850	28	1.2	2370	2.6	15	63	56	10475	4	14020	1	4	17	240	27	13870	2	34	27890
330.9558003972982 272.723481451175	191	7	21	990	11	0	0	760	1	0	13	22	-999999999	20	44	123	6495	0	6420	545	46	GM0846	-2	87	Sint-Oedenrode	.	263	6449	17	240	30	7910	28	1.2	1565	2.6	10	73	54	6425	4	8520	2	4	16	305	28	8460	2	34	16980
365.8526895747284 226.52301149357666	173	7	26	1110	11	0	0	650	1	0	13	22	-999999999	21	46	98	8143	0	6730	556	137	GM0847	-3	93	Someren	.	228	8006	22	310	34	7815	26	1.1	1845	2.7	9	69	54	6660	4	9240	1	4	12	335	29	8990	2	32	18220
333.04148386607744 260.8529103173172	189	7	28	710	9	0	0	630	2	0	17	23	-999999999	20	38	289	2664	0	6110	574	61	GM0848	-2	75	Son en Breugel	.	579	2603	20	270	19	7530	26	1.2	1955	2.4	7	74	67	6110	8	7510	0	4	13	75	28	7560	3	39	15070
152.60329209982294 282.3510752925679	136	7	33	1360	10	0	0	970	1	1	14	22	-999999999	18	40	74	15879	0	9450	570	1218	GM0851	-1	85	Steenbergen	.	160	14661	75	530	23	10835	29	1.1	1835	2.5	9	16	60	9470	5	11770	1	4	17	295	29	11720	3	38	23480
261.2105408406204 495.3060851771954	171	7	15	930	11	0	0	685	2	1	14	27	-999999999	19	40	129	11564	0	7080	583	6354	GM0852	-4	80	Waterland	.	331	5210	1	190	19	6720	31	0.9	1165	2.4	1	98	63	6945	7	8650	1	4	18	150	25	8620	3	33	17270
268.46559696844935 276.87048751697097	119	9	35	12280	15	2	2	5310	4	2	13	40	-999999999	17	32	690	11883	3	91490	2462	246	GM0855	-2	87	Tilburg	.	1708	11638	31	4990	19	80335	24	0.8	10425	2.1	11	57	62	82900	8	98240	1	2	19	190	32	100530	13	28	198770
359.41520509661893 295.7698180312897	154	8	28	2600	11	0	0	1660	2	1	13	27	-999999999	19	40	276	6759	3	16160	1203	46	GM0856	-1	95	Uden	.	597	6713	28	770	21	18495	27	1.1	3415	2.5	11	61	65	15950	7	20100	1	3	14	255	30	19970	7	33	40060
327.9195483457215 212.66613144912526	164	8	34	1700	10	0	0	1250	2	0	16	28	-999999999	17	37	264	5644	0	13180	1232	144	GM0858	-1	82	Valkenswaard	.	565	5501	33	710	21	14520	29	1.1	2205	2.3	14	53	65	13140	10	15380	1	3	14	85	28	15720	3	35	31090
347.3543682392201 281.821204275916	155	8	27	2170	12	0	1	1645	2	1	13	24	-999999999	20	44	218	7892	4	13930	918	74	GM0860	0	88	Veghel	.	471	7818	23	680	26	17075	26	1.2	4330	2.6	10	66	60	13580	6	18420	1	4	15	395	29	18390	8	32	36810
317.5697217954118 234.7252343111143	167	8	28	2420	11	0	0	1710	3	1	13	27	-999999999	19	39	602	3192	0	17260	1448	20	GM0861	-3	83	Veldhoven	.	1341	3172	40	820	20	19110	28	1.1	2530	2.4	19	41	62	17120	9	21390	2	3	17	70	29	21150	4	34	42540
299.750034460971 295.71319214594877	192	8	28	1560	10	0	0	660	2	0	17	30	-999999999	19	38	322	3446	0	10110	1090	96	GM0865	0	97	Vught	.	751	3350	21	450	18	10780	26	1.0	1085	2.4	12	66	64	10190	9	12370	2	3	17	55	28	12790	3	32	25160
330.3222484602404 228.57927624713682	211	7	30	620	9	0	0	500	2	1	18	26	-999999999	20	37	349	2271	0	6860	703	26	GM0866	-5	60	Waalre	.	735	2244	16	300	16	7830	28	1.1	705	2.4	5	78	63	6850	9	8090	1	4	21	35	25	8410	3	36	16500
259.82805031963414 305.0763415474637	135	9	32	2640	12	0	0	1495	2	1	14	26	-999999999	18	41	334	6772	3	18520	1114	303	GM0867	0	84	Waalwijk	.	705	6469	28	1010	23	21590	28	1.1	3870	2.4	4	68	64	18335	6	22590	0	3	13	130	29	23000	7	33	45600
238.35964516063507 323.90876071339756	145	8	15	1130	13	0	0	755	1	0	13	21	-999999999	20	47	105	12173	0	9720	556	1673	GM0870	-3	64	Werkendam	.	251	10500	53	280	27	11025	26	1.1	2090	2.7	14	33	62	9730	3	13200	2	4	12	160	28	13180	1	32	26370
154.62751449846473 234.99115826758975	140	7	35	1040	10	0	0	975	2	0	15	24	-999999999	17	38	113	9199	0	8870	517	14	GM0873	-1	72	Woensdrecht	.	233	9185	47	510	21	10365	30	1.1	1390	2.4	27	27	60	8565	16	10750	2	4	19	130	28	10670	3	38	21420
257.2819310845167 327.68418533944725	152	7	20	580	13	0	0	505	1	0	12	21	-999999999	20	47	129	5165	0	5300	299	209	GM0874	-2	59	Woudrichem	.	289	4957	46	180	24	6385	27	1.2	1425	2.7	12	42	60	5315	4	7150	1	5	16	140	29	7160	1	32	14310
201.77786802857355 252.31449875984143	169	7	23	1150	10	0	1	700	1	0	15	24	-999999999	19	42	77	12075	0	7980	429	37	GM0879	-2	85	Zundert	.	170	12038	62	310	22	9320	28	1.1	1835	2.5	8	29	59	7795	10	10440	2	5	19	690	28	9990	2	34	20430
236.92056506749373 507.9102292685916	141	7	20	910	10	0	0	740	2	1	14	26	-999999999	20	41	163	4514	1	6400	1199	634	GM0880	-7	87	Wormerland	.	406	3880	5	210	30	6305	27	0.9	1065	2.5	1	94	55	6295	6	7890	2	3	16	100	29	7880	4	33	15760
409.74460065001284 124.46722031534341	145	6	34	720	10	0	1	360	1	0	15	23	-999999999	17	42	188	2124	0	3400	440	6	GM0881	-3	127	Onderbanken	.	397	2118	49	190	20	3975	30	1.1	480	2.5	29	23	58	3500	20	4190	2	5	22	35	27	4220	2	35	8410
420.3985287362859 108.63753946874837	119	8	37	3790	11	0	0	1505	2	0	16	28	-999999999	16	37	742	2469	0	17090	1301	9	GM0882	-4	138	Landgraaf	.	1617	2460	53	1030	17	18255	31	1.0	1895	2.3	20	27	65	17410	22	19620	1	3	18	30	27	20160	2	35	39780
443.54176026878736 244.48445940916616	156	6	35	520	11	0	0	340	1	0	13	22	-999999999	19	43	99	4154	0	3460	332	185	GM0885	-7	86	Arcen en Velden	.	224	3968	63	210	21	3925	30	1.1	565	2.6	9	28	60	3475	13	4470	2	5	19	110	27	4400	1	35	8870
384.9479865057929 114.50745716306277	147	7	28	1270	10	0	1	630	1	0	16	26	-999999999	18	39	397	2100	0	7170	766	0	GM0888	-5	112	Beek	.	815	2100	49	320	17	8340	29	1.1	915	2.4	11	40	65	7220	11	8420	1	4	18	45	27	8690	3	35	17100
425.24285154578587 199.516378050319	139	6	33	760	11	0	2	435	1	0	14	22	-999999999	18	44	197	2921	1	5280	633	89	GM0889	2	84	Beesel	.	471	2832	48	300	26	5585	28	1.0	715	2.5	25	27	53	5325	11	6700	1	4	21	70	29	6640	4	34	13340
427.82528093035916 280.1148901420359	150	6	29	920	10	0	0	550	1	0	14	22	-999999999	19	43	60	10942	0	5280	288	417	GM0893	-3	102	Bergen (L.)	.	128	10525	48	260	21	6270	29	1.1	1255	2.6	12	40	57	5200	15	6740	2	5	21	180	28	6740	2	34	13480
411.6247491668723 117.72236480738042	113	7	45	2760	10	0	1	1040	1	0	18	32	-999999999	16	36	760	1729	0	13180	1541	13	GM0899	-4	141	Brunssum	.	1724	1717	-999999998	870	19	13055	28	0.9	1260	2.2	-999999998	-999999998	62	13955	21	14440	2	2	19	5	28	15160	4	32	29600
370.9193913212143 77.87167399798477	165	6	21	680	10	0	0	390	1	0	15	21	-999999999	20	46	261	2076	0	4550	545	101	GM0905	-7	87	Eijsden	.	601	1975	55	170	23	5165	30	1.1	680	2.6	14	32	58	4540	11	5960	0	4	19	65	26	5910	2	33	11870
411.51490813529205 307.0420799419874	155	7	25	1790	11	0	2	590	1	0	14	26	-999999999	18	41	154	5040	0	6380	537	238	GM0907	-3	155	Gennep	.	349	4802	33	290	24	7375	30	1.1	1445	2.5	22	45	60	6215	11	8580	2	4	17	120	28	8180	4	33	16750
406.1548514335979 189.59413301088077	147	6	27	490	10	0	0	355	1	0	17	22	-999999999	18	40	162	2915	0	3910	424	58	GM0914	-2	75	Haelen	.	351	2857	48	180	21	4620	29	1.1	730	2.5	22	30	58	3895	9	4920	2	5	22	40	26	5100	2	37	10020
410.32141838568657 105.4100033479645	102	9	45	8320	12	1	2	2795	3	0	17	40	-999999999	15	31	896	4550	1	44710	1621	45	GM0917	-4	131	Heerlen	.	2076	4504	48	2840	15	40350	27	0.8	4435	2.1	16	36	66	44660	21	45860	0	2	18	25	29	47660	7	29	93520
409.0327867393042 216.21863582367786	154	7	30	1320	11	0	2	725	1	0	13	21	-999999999	20	45	123	6922	1	7280	596	11	GM0918	2	101	Helden	.	283	6912	43	400	21	8530	28	1.1	1355	2.6	14	42	58	7225	5	9920	1	4	21	295	28	9640	4	34	19560
392.89826410841033 193.0875625284832	152	6	27	710	11	0	0	570	2	0	14	23	-999999999	18	42	99	5860	0	4780	390	48	GM0920	0	85	Heythuysen	.	211	5812	31	230	18	5775	29	1.2	1235	2.5	15	54	65	4635	9	6230	0	5	16	215	28	6030	3	35	12260
382.3817288854807 179.8923222800924	161	6	31	340	10	0	0	300	1	0	11	19	-999999999	21	49	88	3453	0	2320	167	12	GM0925	-4	81	Hunsel	.	180	3440	36	130	25	3015	28	1.2	575	2.7	26	38	57	2315	10	3140	0	5	18	120	30	3060	1	32	6200
423.31276452809516 99.98439551589694	107	8	45	4600	11	0	1	1650	2	0	18	33	-999999999	14	34	989	2217	0	22950	1467	24	GM0928	-3	135	Kerkrade	.	2281	2193	36	1520	16	21700	30	0.9	2185	2.1	23	41	65	23080	30	24800	1	3	19	20	27	25230	4	33	50040
420.9767327235701 206.24662040092315	159	5	29	200	10	0	0	165	1	0	13	21	-999999999	19	42	97	2211	-999999999	1670	264	100	GM0929	0	69	Kessel	.	200	2111	55	80	25	2050	28	1.2	435	2.5	23	22	55	1665	7	2160	1	5	20	75	30	2050	1	37	4210
395.66848197216314 166.54130541960478	143	7	32	820	10	0	0	530	1	0	17	25	-999999999	17	39	309	2598	0	5670	458	528	GM0933	-3	91	Maasbracht	.	663	2069	38	290	18	6390	29	1.1	880	2.4	26	36	70	5520	12	6870	2	5	12	55	27	6850	2	35	13720
423.63855180727074 220.63887777391105	155	6	25	680	11	0	0	455	1	0	11	18	-999999999	20	48	120	4993	0	4760	495	45	GM0934	0	77	Maasbree	.	260	4948	67	220	23	5930	29	1.2	1060	2.7	12	21	61	4810	7	6530	1	5	16	200	29	6320	1	33	12860
367.66566217110403 94.93967304255976	129	9	34	9470	15	0	1	2590	4	0	16	46	-999999999	14	27	786	6006	1	61550	2020	326	GM0935	-3	112	Maastricht	.	2151	5680	60	2830	13	44630	26	0.7	4885	2.0	23	17	70	55070	15	58920	0	2	17	65	28	63260	7	27	122180
382.66203613784 83.48750971258183	175	7	27	860	10	0	0	475	1	0	15	23	-999999999	18	42	112	5770	0	5330	262	0	GM0936	-2	96	Margraten	.	235	5770	43	240	22	6450	31	1.2	940	2.5	21	36	59	5290	10	6890	1	5	19	180	25	6660	1	35	13550
376.6529378239186 107.10361295248353	165	7	31	1350	9	0	0	790	2	0	16	24	-999999999	17	39	349	2771	0	8250	565	55	GM0938	-2	102	Meerssen	.	736	2715	45	410	21	9480	31	1.1	1195	2.4	19	36	60	8150	9	9850	-1	4	18	55	26	10140	2	37	19990
395.16261048709055 216.08323461093124	162	6	23	300	11	0	-999999999	250	1	0	13	18	-999999999	19	46	134	2004	-999999999	2170	391	21	GM0941	-2	76	Meijel	.	294	1984	43	90	37	2650	28	1.2	465	2.7	13	45	46	2150	4	2940	0	5	17	110	29	2890	1	36	5830
397.8162513419358 318.99787997313337	187	6	30	460	8	0	0	305	2	0	15	25	-999999999	19	38	229	1884	0	3270	370	146	GM0944	3	89	Mook en Middelaar	.	459	1738	12	150	18	3980	31	1.2	490	2.4	12	75	57	3235	10	3980	2	5	25	20	26	4000	3	37	7980
378.77052719546026 205.45682967539804	168	7	26	870	11	0	0	725	1	0	13	19	-999999999	19	47	74	10179	-999999999	6030	485	151	GM0946	0	81	Nederweert	.	161	10028	28	290	30	7380	28	1.2	1385	2.7	16	57	57	6015	5	8170	1	5	13	355	28	7930	1	34	16100
393.00962067319864 108.21153557813231	153	7	33	1220	9	0	0	620	1	0	18	25	-999999999	16	38	236	3317	0	6580	458	3	GM0951	-4	115	Nuth	.	484	3315	53	350	19	7840	31	1.1	1345	2.4	13	34	61	6550	11	7940	1	5	20	100	26	8110	2	37	16060
414.3092088104404 178.92514385163224	119	9	47	3200	12	1	4	1090	4	1	15	36	-999999999	17	34	488	4687	4	20340	1428	828	GM0957	1	103	Roermond	.	1170	3859	40	1470	16	18825	27	0.9	2505	2.2	25	36	66	20545	14	22210	1	3	18	50	30	22950	14	30	45160
397.3058319524072 119.53227387151392	152	6	28	1000	10	0	0	560	2	0	15	23	-999999999	17	40	275	2413	0	5560	418	5	GM0962	-3	110	Schinnen	.	566	2408	59	260	17	6625	31	1.1	895	2.4	6	35	61	5495	14	6860	0	5	22	50	26	6770	3	37	13630
413.19214985676695 233.12066544221835	161	6	26	360	10	0	0	310	1	0	14	20	-999999999	20	43	69	4866	0	2790	389	69	GM0964	-1	74	Sevenum	.	154	4797	43	130	22	3315	27	1.1	660	2.6	16	41	56	2755	5	3750	1	5	22	185	29	3630	1	37	7370
413.24328638363056 89.18106496805025	134	6	34	840	10	0	0	455	1	0	17	25	-999999999	16	38	333	1603	0	4760	556	0	GM0965	-4	109	Simpelveld	.	713	1603	26	260	21	5340	31	1.1	480	2.4	26	48	57	4810	18	5670	3	4	22	50	26	5770	1	37	11440
377.72932566360134 124.00660232412854	139	7	33	2250	10	0	1	1230	1	0	15	22	-999999999	16	39	594	2278	0	11060	806	157	GM0971	-2	124	Stein	.	1254	2121	39	600	24	12595	31	1.1	1690	2.4	23	39	58	11050	12	13270	2	4	18	30	27	13340	2	38	26610
420.30041662332803 189.069325327907	131	6	40	570	11	0	0	370	2	0	15	26	-999999999	16	39	173	2432	0	3660	580	189	GM0975	3	93	Swalmen	.	391	2243	41	240	30	3880	30	1.0	540	2.4	24	35	54	3645	13	4350	2	4	16	45	28	4420	2	35	8760
390.90097286516624 172.6329253686957	158	5	29	150	10	0	0	95	2	-999999999	17	27	-999999999	17	39	205	668	0	1060	331	91	GM0977	0	89	Thorn	.	438	577	40	50	27	1180	30	1.1	125	2.4	50	10	57	1075	13	1260	1	5	16	10	26	1270	2	34	2530
411.6229778233138 75.51134288045961	119	6	34	550	9	0	0	345	3	0	18	37	-999999999	15	32	184	2390	0	4850	749	1	GM0981	-1	79	Vaals	.	436	2389	18	240	15	4405	31	0.9	350	2.1	10	72	68	4645	49	5200	1	4	17	35	27	5220	3	31	10420
436.8968434764699 222.89614587893303	118	9	38	5840	12	0	3	2260	3	1	15	33	-999999999	17	35	446	8641	4	40280	1486	174	GM0983	0	93	Venlo	.	1088	8466	80	2400	17	37785	27	0.9	5320	2.3	6	14	66	40245	15	45710	1	3	18	190	29	46380	10	32	92090
405.7069835327594 260.3118176058485	141	8	33	2850	11	1	2	1355	3	1	12	27	-999999999	20	41	112	14636	3	15340	951	66	GM0984	-2	107	Venray	.	268	14570	33	880	20	16370	27	1.0	2755	2.5	18	49	60	15125	9	19810	1	4	20	510	30	19280	9	32	39080
402.027924501662 99.21239882551936	154	6	35	900	9	0	0	465	1	0	17	22	-999999999	17	40	202	3155	0	5330	476	1	GM0986	-3	105	Voerendaal	.	412	3154	39	300	18	6370	31	1.1	650	2.4	17	44	64	5370	11	6520	2	5	19	85	26	6470	2	37	13000
366.0656238626999 190.17354566867095	150	9	38	2760	11	1	4	1620	2	0	15	28	-999999999	18	39	199	10544	1	20250	1168	79	GM0988	-2	83	Weert	.	466	10466	27	1250	20	20845	28	1.0	3760	2.4	16	57	62	20040	10	24420	1	3	18	265	29	24300	8	34	48720
428.49542371584795 261.58439377712506	158	6	32	430	11	0	0	420	1	0	12	18	-999999999	20	45	96	3940	0	2900	164	96	GM0993	-4	81	Meerlo-Wanssum	.	201	3844	49	170	24	3690	29	1.2	895	2.7	10	41	56	2890	6	3990	1	5	19	135	29	3740	1	37	7730
387.3856458220592 96.98359833885056	155	7	33	1330	10	0	0	650	2	0	19	31	-999999999	15	35	223	3691	0	7690	550	17	GM0994	-1	111	Valkenburg aan de Geul	.	484	3673	42	400	14	8200	30	1.0	930	2.3	16	41	69	7515	12	8850	1	4	17	80	27	8920	2	33	17770
331.1588444269779 501.6004401674648	101	9	35	5410	14	2	3	2010	4	6	9	30	-999999999	20	40	113	76539	2	29280	1294	53126	GM0995	-1	109	Lelystad	.	297	23413	59	1710	19	26445	27	0.9	3640	2.4	14	27	60	28625	9	34610	3	3	21	145	30	35030	17	30	69640
421.9028205537513 245.19052058057426	156	7	27	1630	11	0	0	1290	2	0	14	23	-999999999	20	44	106	12255	0	10990	549	193	GM1507	1	86	Horst aan de Maas	.	239	12062	65	520	22	12760	27	1.1	2530	2.6	13	22	58	11000	6	14540	1	4	19	480	28	14270	2	33	28810
510.77311797994463 739.1582341766534	81	7	40	1100	11	0	0	715	2	0	15	29	-999999999	20	38	36	55124	0	6930	338	36100	GM1651	-5	100	Eemsmond	.	89	19024	66	450	24	6805	27	0.9	1420	2.4	8	26	57	6885	4	8610	1	5	19	235	27	8320	2	33	16930
375.49669295059607 267.13062192092474	162	8	23	1890	12	0	0	1365	1	0	12	23	-999999999	19	45	99	12336	0	10510	632	61	GM1652	0	100	Gemert-Bakel	.	227	12275	21	440	28	12125	27	1.1	2730	2.6	11	67	57	10110	6	14120	1	4	15	460	29	13720	2	32	27840
183.48810757973135 280.2650831091359	157	8	33	1730	11	0	3	1060	2	1	15	23	-999999999	17	41	179	7524	1	11860	625	60	GM1655	-1	85	Halderberge	.	398	7464	59	660	24	13345	30	1.1	2015	2.5	10	31	59	11695	5	14800	1	4	18	270	27	14870	6	36	29680
346.386988918888 221.9682690815938	200	7	23	870	10	0	0	690	1	0	16	23	-999999999	19	42	73	10512	0	5870	510	119	GM1658	-2	87	Heeze-Leende	.	147	10393	22	230	21	7610	29	1.2	1230	2.6	14	63	63	5830	6	7760	1	4	16	195	26	7500	2	35	15260
353.2336453195169 264.565154898578	169	7	26	1250	12	0	0	905	1	0	13	21	-999999999	19	45	176	5617	0	8130	524	81	GM1659	-3	85	Laarbeek	.	390	5536	23	380	32	9725	28	1.1	1970	2.6	9	68	53	8095	5	10950	1	4	15	215	28	10640	1	34	21580
581.079057821574 685.4319260211388	72	6	55	710	9	0	0	310	1	0	17	30	-999999999	16	35	30	15672	0	3080	194	5816	GM1661	0	151	Reiderland	.	71	9855	48	260	17	2975	30	0.9	625	2.3	17	35	52	3210	13	3490	1	5	32	80	28	3530	2	35	7020
464.11435468665684 726.9444291073161	81	6	35	710	11	0	-999999999	490	3	0	15	32	-999999999	18	36	27	24031	0	4810	148	7286	GM1663	-1	96	De Marne	.	67	16745	62	260	21	4540	29	0.9	1180	2.3	7	31	61	4695	5	5720	2	5	19	185	26	5490	4	32	11210
194.12226270702214 387.4767160161784	170	6	15	390	12	0	0	370	1	0	14	21	-999999999	22	45	151	3110	0	3690	494	123	GM1666	-2	59	Zevenhuizen-Moerkapelle	.	341	2987	80	90	23	4510	26	1.2	1130	2.7	8	12	65	3670	5	5000	2	5	12	150	27	5200	3	34	10200
280.6932048780446 226.37292857154878	180	7	20	680	14	0	0	600	1	0	12	20	-999999999	19	48	73	7865	0	4470	459	72	GM1667	1	80	Reusel-De Mierden	.	159	7793	19	160	32	5700	28	1.2	1325	2.8	29	52	57	4445	6	6300	1	5	11	245	27	6080	1	31	12370
429.31669508875035 171.45847454390986	149	6	40	640	10	0	0	390	2	0	15	23	-999999999	16	40	113	4437	0	4270	372	33	GM1669	-3	89	Roerdalen	.	237	4404	53	290	16	4965	32	1.1	620	2.4	25	22	64	4295	15	5270	1	5	19	65	27	5150	3	37	10420
405.8215686550122 201.2808233592774	153	6	28	420	10	0	0	330	1	0	14	22	-999999999	20	44	91	4258	0	3220	290	74	GM1670	1	75	Roggel en Neer	.	200	4184	48	160	26	3810	28	1.1	695	2.6	14	38	57	3255	6	4330	0	5	17	140	28	4040	1	34	8380
328.22233207318163 314.3464788646292	193	7	23	760	11	0	0	565	1	0	13	19	-999999999	22	51	139	3732	0	3990	313	9	GM1671	0	101	Maasdonk	.	306	3723	14	180	35	5165	26	1.2	1695	2.8	15	71	54	3760	3	5690	1	5	11	180	29	5690	1	31	11380
194.67906960414908 409.0602002765762	162	7	15	640	12	0	0	840	1	0	12	22	-999999999	20	45	146	5785	0	7180	604	117	GM1672	-1	49	Rijnwoude	.	335	5668	69	190	27	8295	29	1.1	1880	2.6	4	27	59	7135	5	9640	1	4	14	300	27	9340	2	33	18990
226.19383449750163 430.76162667094826	167	6	10	640	12	0	0	350	1	0	10	26	-999999999	20	46	89	3098	0	2360	244	76	GM1673	-2	134	Liemeer	.	222	3022	64	50	33	2700	28	1.1	765	2.7	5	32	50	2305	5	3470	1	5	17	180	31	3240	2	28	6710
167.84988778181545 261.06729421140307	126	9	37	4140	11	0	4	2225	4	1	15	29	-999999999	18	37	314	10721	3	32690	1407	78	GM1674	-3	79	Roosendaal	.	732	10643	41	1930	17	33420	26	1.0	4980	2.4	14	45	65	32235	9	38700	1	3	18	300	30	39220	11	34	77920
87.00482888867937 306.02007643402686	132	8	21	1660	10	0	0	1360	2	0	18	28	-999999999	18	35	66	48865	0	14450	450	25759	GM1676	-3	75	Schouwen-Duiveland	.	149	23107	71	470	18	15205	28	1.0	3195	2.4	14	15	62	14970	6	17040	2	5	20	405	26	17380	2	37	34420
412.92260517964024 165.6719550068742	150	6	36	760	11	0	0	490	1	0	15	21	-999999999	16	41	120	4428	0	4370	310	16	GM1679	-1	101	Ambt Montfort	.	249	4412	35	270	21	5280	31	1.2	775	2.5	36	30	57	4320	12	5480	2	5	22	130	26	5510	1	38	10990
520.6343924502373 632.4247187248507	141	7	35	1490	9	0	0	1325	1	0	17	24	-999999999	18	37	42	27886	0	10290	252	200	GM1680	-4	91	Aa en Hunze	.	91	27686	37	570	19	11695	31	1.1	2125	2.4	12	51	58	10315	4	12510	2	5	23	335	25	12710	1	39	25220
542.9503565184557 611.0312979661061	122	7	43	1790	10	0	0	1320	1	0	15	22	-999999999	19	39	45	27792	0	10630	243	275	GM1681	-4	101	Borger-Odoorn	.	96	27518	61	760	21	12360	30	1.1	2560	2.5	14	25	57	10750	4	13120	0	5	22	350	27	13240	1	38	26360
