COMPUTE_CENTROID	P_WWB_UIT	WOZ	BEDR_KLAS	AO_UIT_TOT	P_15_24_JR	P_ANT_ARU	P_MARROK	MOTOR_2W	P_OVER_NW	BU_CODE	WWB_UITTOT	P_SURINAM	P_65_EO_JR	P_EENP_HH	DEK_PERC	P_HH_M_K	AUTO_LAND	OPP_TOT	P_TURKIJE	AANTAL_HH	OAD	OPP_WATER	RECSRT	GM_CODE	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	OPP_LAND	P_GEWASSEN	BU_NAAM	P_INDUSTRI	P_00_14_JR	AUTO_TOT	P_45_64_JR	AUTO_HH	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_COM_DV	P_VEETEELT	WONINGEN	P_WEST_AL	AANT_MAN	STED	AUTO_MUT	P_N_COM_DV	WBCCODE	WK_CODE	AGRA_BEDR	P_25_44_JR	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
384.9327532936716 114.52552870571371	31	196	7	1100	11	0	1	685	2		220	0	17	28	-99999999	38	404	2100	0	7190	777	0	Gemeente	GM0888	98	Beek	-99999999	806	2100	48	Beek	17	17	8490	30	1.2	950	2.3	12	65	40	7225	11	8310	4	1	18	0888		40	25	8620	3	34	16930
376.65394056844457 107.15191474255386	28	220	7	1190	10	0	0	850	2		230	0	18	26	-99999999	37	347	2771	0	8270	570	55	Gemeente	GM0938	92	Meerssen	-99999999	728	2715	45	Meerssen	20	17	9425	31	1.1	1175	2.4	12	60	43	8205	9	9740	4	0	20	0938		60	25	10020	2	37	19760
410.32535551148453 105.4747267859645	94	130	9	7410	12	1	3	2915	3		4000	0	18	41	-99999999	30	895	4550	1	44310	1630	47	Gemeente	GM0917	120	Heerlen	-99999999	2032	4502	46	Heerlen	15	15	40295	28	0.9	4295	2.0	29	66	25	44835	20	44990	2	0	19	0917		25	27	46510	7	29	91500
420.4381987885108 108.73144641763828	60	156	8	3400	11	0	0	1545	2		1000	0	16	29	-99999999	37	751	2469	0	17060	1313	8	Gemeente	GM0882	127	Landgraaf	-99999999	1593	2460	62	Landgraaf	19	15	18480	32	1.1	1860	2.3	17	63	21	17555	22	19330	3	1	19	0882		30	26	19860	3	35	39190
393.00266026707953 108.21669822686017	31	200	7	1060	10	0	0	695	1		210	0	19	26	-99999999	37	242	3317	0	6590	463	4	Gemeente	GM0951	101	Nuth	-99999999	481	3313	49	Nuth	19	15	8000	32	1.2	1190	2.4	14	62	37	6620	11	7840	5	1	19	0951		100	25	8080	2	37	15920
367.686038208833 94.97576191102611	61	178	9	8420	15	0	1	2810	4		3570	0	17	47	-99999999	26	781	6006	1	61410	2045	325	Gemeente	GM0935	101	Maastricht	-99999999	2115	5681	57	Maastricht	13	14	44345	27	0.7	4825	1.9	26	69	16	55570	15	57890	2	-1	17	0935		60	27	62290	7	27	120180
423.3446501374625 100.03729605249882	71	132	8	4180	11	0	1	1750	2		1590	0	19	34	-99999999	33	1013	2217	0	22890	1473	24	Gemeente	GM0928	124	Kerkrade	-99999999	2249	2193	25	Kerkrade	17	13	22210	31	1.0	2250	2.1	35	64	40	23055	29	24420	3	1	19	0928		20	26	24910	4	33	49320
402.0583475040093 99.25140544600758	23	211	6	790	10	0	0	490	1		120	0	18	23	-99999999	39	208	3155	0	5380	485	1	Gemeente	GM0986	93	Voerendaal	-99999999	411	3154	44	Voerendaal	19	16	6565	32	1.2	690	2.4	16	61	40	5415	11	6460	5	2	20	0986		90	24	6500	2	37	12960
387.42938425952576 97.02921753743445	37	203	7	1180	10	0	0	680	2		270	0	20	32	-99999999	34	224	3691	0	7620	551	20	Gemeente	GM0994	104	Valkenburg aan de Geul	-99999999	471	3671	45	Valkenburg aan de Geul	15	15	8215	31	1.1	915	2.2	16	67	40	7545	11	8580	4	-1	18	0994		85	25	8700	2	34	17280
413.2570998362644 89.27004044399251	26	175	6	740	10	0	0	480	1		120	0	18	25	-99999999	38	348	1603	0	4740	560	-99999998	Gemeente	GM0965	98	Simpelveld	-99999999	706	1603	28	Simpelveld	20	15	5585	31	1.2	510	2.3	26	60	46	4840	18	5600	4	0	20	0965		50	25	5710	1	38	11320
382.7196182791601 83.49873637830629	18	245	7	770	11	0	0	495	1		100	0	16	23	-99999999	41	114	5770	0	5330	268	-99999998	Gemeente	GM0936	87	Margraten	-99999999	234	5770	48	Margraten	22	18	6600	31	1.2	950	2.5	16	60	36	5385	10	6860	5	1	18	0936		175	24	6660	1	36	13520
399.59393537654563 82.52029121090186	22	210	7	980	10	0	0	575	1		130	0	17	24	-99999999	39	99	7337	0	6140	243	19	Gemeente	GM1729	97	Gulpen-Wittem	-99999999	204	7318	27	Gulpen-Wittem	17	16	7240	33	1.2	880	2.4	18	67	55	6280	12	7510	5	0	16	1729		165	25	7440	1	36	14950
370.94739748119576 77.93395216098317	24	229	6	580	10	0	0	405	1		110	0	16	21	-99999999	44	263	2076	0	4570	551	100	Gemeente	GM0905	76	Eijsden	-99999999	593	1976	52	Eijsden	22	19	5195	30	1.1	700	2.5	11	58	36	4580	11	5860	4	1	20	0905		60	25	5860	2	35	11720
411.62669296348037 75.54647963263034	66	145	6	500	9	0	0	365	2		300	0	19	37	-99999999	31	184	2390	0	4770	748	1	Gemeente	GM0981	74	Vaals	-99999999	421	2389	15	Vaals	14	14	4395	32	0.9	345	2.1	13	68	72	4660	47	5000	4	-1	18	0981		40	25	5070	3	32	10070
